HELD AT HARVARD,HARVARD PERMALINK,Catalog Link,Judaica - Verified,268,ISBN,Title,Author,Series,Publisher,Year Published,Date_Published,Pages_Thickness,Magazine,Volume_number,Category,Category_2,Request_Number,Library_ID,DOI,Persistent_Identifier,Report_Number,ISBN,FileName,University_Degree,Searched,Found Count: 268,ISSN,Duplication,Searching Category,URL
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99156366573603941/catalog,,Judaica - Verified,Zion's Fiction: Israeli Science Fiction Masterpieces,978-4-8019-2410-9,シオンズ・フィクション : イスラエルSF傑作選,"シェルドン・テイテルバウム, エマヌエル・ロテム 編 , 中村融, 安野玲, 市田泉, 植草昌実, 山岸真, 山田順子 訳",竹書房文庫 ; て2-1,竹書房,2020,2020.1,718p ; 15cm,,,図書,KM16 929.733,KM16-M3,30637759,,,,978-4-8019-2410-9,ヘブライ語 から 1-100,,Red,,,1,1,
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990122491310203941/catalog,http://id.ndl.go.jp/bib/000008192679,Judaica - Verified,Jewish World Conquest Protocol,978-4-88493-316-6,ユダヤ人世界征服プロトコル,"ノーマン・コーン 著 , 内田樹 訳",,ダイナミックセラーズ出版,2007,2007.3,"470, 31p ; 19cm",,,図書,A65 316.88,A65-H15,9019612,,,,978-4-88493-316-6,ユダヤ101-200,,Red,,,1,1,http://id.ndl.go.jp/bib/000008192679
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155193308903941/catalog,#REF!,Judaica - Verified,Jews and classical music,978-4-334-03818-2,ユダヤ人とクラシック音楽,本間ひろむ 著,光文社新書 ; 715,光文社,2014,2014.9,219p ; 18cm,,,図書,KD147 762.8,KD147-L9,25741382,,,,978-4-334-03818-2,ユダヤ101-200,,Red,,,1,1,http://id.ndl.go.jp/bib/023117217
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155193309003941/catalog,#REF!,Judaica - Verified,Jews and modern art,978-4-334-03901-1,ユダヤ人と近代美術,圀府寺司 著,光文社新書 ; 798,光文社,2016,2016.1,348p ; 18cm,,,図書,K66 702.06,K66-L3,27014081,,,,978-4-334-03901-1,ユダヤ101-200,,Red,,,1,2,http://id.ndl.go.jp/bib/024302845
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990121703000203941/catalog,http://id.ndl.go.jp/bib/028317648,Judaica - Verified,Jews and the Nation-State: Rethinking the Separation of Church and State,978-4-00-025408-3,ユダヤ人と国民国家 : 「政教分離」を再考する,"市川裕, 臼杵陽, 大塚和夫, 手島勲矢 編",,岩波書店,2008,2008.9,352p ; 22cm,,,図書,EC134 316.88,EC134-J12,9632865,,,,978-4-00-025408-3,ヘブライ101-200,,Red,,,1,2,http://id.ndl.go.jp/bib/028317648
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990102884370203941/catalog,#REF!,Judaica - Verified,Jews and the Roman Empire,4-06-149572-0,ユダヤ人とローマ帝国,大澤武男 著,講談社現代新書,講談社,2001,2001.1,234p ; 18cm,,,図書,GA54 232.8,GA54-G40,3034263,,,,4-06-149572-0,ユダヤ101-200,,Red,,,1,1,http://id.ndl.go.jp/bib/027594329
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990087737140203941/catalog,#REF!,Judaica - Verified,Jews in British and American Literature,4-622-04599-0,英米文学のなかのユダヤ人,河野徹 [著],,みすず書房,2001,2001.2,370p ; 20cm,,,図書,"KS74 , KS184 930.2",KS74-G190,2966295,,,,4-622-04599-0,ユダヤ101-200,,Red,,,1,1,http://id.ndl.go.jp/bib/026709965
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990136415510203941/catalog,#REF!,Judaica - Verified,"Kanzo Uchimura and the Advent Movement : Salvation, Eschatology, and Jewish Views",978-4-400-31050-1,内村鑑三と再臨運動 : 救い・終末論・ユダヤ人観,黒川知文 著,,新教出版社,2012,2012.3,310p ; 19cm,,,図書,HP113 198.992,HP113-J84,23504282,,,,978-4-400-31050-1,ユダヤ501-600,,Red,,,1,1,http://id.ndl.go.jp/bib/026838788
Not Found,No Permalink Found,#REF!,Judaica - Verified,Lael Farnhagen: Biography of a German Romantic Jewish Woman New Edition,978-4-622-08991-9,ラーエル・ファルンハーゲン : ドイツ・ロマン派のあるユダヤ女性の伝記 新版,"ハンナ・アーレント [著] , 大島かおり 訳",,みすず書房,2021,2021.5,"456,21p ; 20cm",,,図書,GK561 289.3,GK561-M253,31429586,,,,978-4-622-08991-9,ユダヤ601-700,,Red,,,1,1,http://id.ndl.go.jp/bib/031339759
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990136705530203941/catalog,#REF!,Judaica - Verified,"Learn from Judaism's ""Wisdom for Survival"" : Warning Bells for Japan",978-4-02-331162-6,ユダヤの「生き延びる智慧」に学べ : 浮かれる日本への警鐘,石角完爾 著,,朝日新聞出版,2013,2013.4,207p ; 20cm,,,図書,EB98 304,EB98-L94,24377776,,,,978-4-02-331162-6,ユダヤ601-700,,Red,,,1,1,http://id.ndl.go.jp/bib/028439718
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990102619300203941/catalog,#REF!,Judaica - Verified,Legal Evaluation of Jewish Refugee Rescuers : Jan Zwartendijk and Chiune Sugihara,4-7733-7389-X,ユダヤ難民救助者の法的評価 : ヤン・ツバルテンディクと杉原千畝,山本祐策 著,近代文芸社新書,近代文芸社,2006,2006.3,187p ; 18cm,,,図書,EC134 316.88,EC134-H39,8288301,,,,4-7733-7389-X,ユダヤ501-600,,Red,,,1,1,http://id.ndl.go.jp/bib/000008153037
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155193300603941/catalog,http://id.ndl.go.jp/bib/000008378427,Judaica - Verified,Life is a Gift: Surviving the Holocaust,978-4-265-86018-0,いのちは贈りもの : ホロコーストを生きのびて,"フランシーヌ・クリストフ 著 , 河野万里子 訳",海外文学コレクション ; 5,岩崎書店,2017,2017.7,319p ; 20cm,,,図書,Y9 956,Y9-N17-L136,28342038,,,,978-4-265-86018-0,ホロコースト1-100,,Red,,,1,1,http://id.ndl.go.jp/bib/000008378427
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990089098350203941/catalog,#REF!,Judaica - Verified,"Living in the Moment: Indonesia, Japan, Judaism, Me and Music",4-88340-095-6,この瞬間を生きる : インドネシア・日本・ユダヤと私と音楽と,セリア・ダンケルマン 著,,創森社,2001,2001.2,251p ; 20cm,,,図書,KD191 762.1,KD191-G63,3039570,,,,4-88340-095-6,ユダヤ701-800,,Red,,,1,1,http://id.ndl.go.jp/bib/000007581735
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155193309703941/catalog,http://id.ndl.go.jp/bib/000007437275,Judaica - Verified,Masha's Diary: A Girl Who Survived the Holocaust,978-4-406-06141-4,マーシャの日記 : ホロコーストを生きのびた少女,"マーシャ・ロリニカイテ 著 , 清水陽子 訳",,新日本出版社,2017,2017.8,253p ; 20cm,,,図書,GA82 989.9,GA82-L60,28439718,,,,978-4-406-06141-4,ホロコースト1-100,,Red,,,1,1,http://id.ndl.go.jp/bib/000007437275
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155178189103941/catalog,#REF!,Judaica - Verified,"Medieval Communities: Cities, Communities, and Jews in European Society",978-4-7601-4940-7,中世共同体論 : ヨーロッパ社会の都市・共同体・ユダヤ人,"アルフレート・ハーファーカンプ 著 , 大貫俊夫, 江川由布子, 北嶋裕 編訳 , 井上周平, 古川誠之 訳",,柏書房,2018,2018.6,405p ; 22cm,,,図書,GG414 234.04,GG414-L7,28982321,,,,978-4-7601-4940-7,ユダヤ501-600,,Red,,,1,1,http://id.ndl.go.jp/bib/000008017163
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155178188403941/catalog,http://id.ndl.go.jp/bib/024334452,Judaica - Verified,Nazism and the Jews: Eichmann's Portrait of the Man New Edition,978-4-04-082256-3,ナチズムとユダヤ人 : アイヒマンの人間像 新版,村松剛 [著],角川新書 ; K-239,KADOKAWA,2018,2018.11,276p ; 18cm,,,図書,GA82 209.74,GA82-L81,29306074,,,,978-4-04-082256-3,ホロコースト201-284,,Red,,,1,1,http://id.ndl.go.jp/bib/024334452
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155178308103941/catalog,http://id.ndl.go.jp/bib/028842546,Judaica - Verified,NEW CURRENTS OF THE HOLOCAUST REPRESENTATIONS: On Jewish American Literature and Film,978-4-7791-2467-9,ホロコースト表象の新しい潮流 = NEW CURRENTS OF THE HOLOCAUST REPRESENTATIONS : ユダヤ系アメリカ文学と映画をめぐって,"佐川和茂, 坂野明子, 大場昌子, 伊達雅彦 著",,彩流社,2018,2018.3,290p ; 20cm,,,図書,KS184 930.29,KS184-L77,28892005,,,,978-4-7791-2467-9,ホロコースト101-200,,Red,,,1,1,http://id.ndl.go.jp/bib/028842546
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155193310203941/catalog,http://id.ndl.go.jp/bib/000004165511,Judaica - Verified,Night and Fog and the Holocaust: Reception stories around the world,978-4-622-08719-9,映画『夜と霧』とホロコースト : 世界各国の受容物語,"E.ファン・デル・クナープ 編 , 庭田よう子 訳",,みすず書房,2018,2018.8,"267,45p ; 20cm",,,図書,KD684 778.235,KD684-L27,29129043,,,,978-4-622-08719-9,ホロコースト1-100,,Red,,,1,1,http://id.ndl.go.jp/bib/000004165511
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990136769890203941/catalog,http://id.ndl.go.jp/bib/026219699,Judaica - Verified,Post-Holocaust Jews: Where is the Promised Land?,978-4-7907-1575-7,ホロコースト後のユダヤ人 : 約束の土地は何処か,野村真理 著,金沢大学人間社会研究叢書,世界思想社,2012,2012.11,181p ; 20cm,,,図書,EC134 316.88,EC134-L1,24006774,,,,978-4-7907-1575-7,ホロコースト101-200,,Red,,,1,1,http://id.ndl.go.jp/bib/026219699
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/99153769113403941/catalog,http://id.ndl.go.jp/bib/031320176,Judaica - Verified,Read Kazuo Ishiguro's Never Let Me Go: From Kea to the Holocaust,978-4-8010-0355-2,カズオ・イシグロ『わたしを離さないで』を読む : ケアからホロコーストまで,"田尻芳樹, 三村尚央 編",水声文庫,水声社,2018,2018.9,305p ; 20cm,,,図書,KS119 933.7,KS119-L8,29205680,,,,978-4-8010-0355-2,ホロコースト101-200,,Red,,,1,1,http://id.ndl.go.jp/bib/031320176
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990102619090203941/catalog,#REF!,Judaica - Verified,Reading the Jewish World : An Attempt to Build a National Economy by the People of the Scriptures,4-7944-5009-5,ユダヤ世界を読む : 啓典の民による国民経済建設の試み,佐藤千景 著,創成社新書,創成社,2006,2006.9,191p ; 18cm,,,図書,DC287 332.279,DC287-H1,8322067,,,,4-7944-5009-5,ユダヤ501-600,,Red,,,1,1,http://id.ndl.go.jp/bib/027928109
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155193309403941/catalog,http://id.ndl.go.jp/bib/000008436820,Judaica - Verified,Real Politics of Reconciliation: Germans and Jews,978-4-622-07921-7,〈和解〉のリアルポリティクス : ドイツ人とユダヤ人,武井彩佳 [著],,みすず書房,2017,2017.1,"257,22p ; 20cm",,,図書,A99-G4I8 319.340279,A99-G4I8-L1,27840302,,,,978-4-622-07921-7,ホロコースト201-284,,Red,,,1,1,http://id.ndl.go.jp/bib/000008436820
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990096087780203941/catalog,http://id.ndl.go.jp/bib/000009273571,Judaica - Verified,"Remembering War: Hiroshima, the Holocaust and the Present",4-06-149540-2,戦争を記憶する : 広島・ホロコーストと現在,藤原帰一 著,講談社現代新書,講談社,2001,2001.2,204p ; 18cm,,,図書,A75 319.8,A75-G217,2963703,,,,4-06-149540-2,ホロコースト1-100,,Red,,,1,1,http://id.ndl.go.jp/bib/000009273571
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990149570790203941/catalog,http://id.ndl.go.jp/bib/027600589,Judaica - Verified,"Requiem of Hope: Hiroshima, Nagasaki and Fukushima visited by the second generation of the Holocaust",978-4-00-061189-3,希望の鎮魂歌(レクイエム) : ホロコースト第二世代が訪れた広島、長崎、福島,"エヴァ・ホフマン [著] , 早川敦子 編訳",,岩波書店,2017,2017.3,163p ; 22cm + DVDビデオディスク(1枚 12cm),,,図書,"YU17 , KS158 935.7",YU17-L922,28035078,,,,978-4-00-061189-3,ホロコースト101-200,,Red,,,1,1,http://id.ndl.go.jp/bib/027600589
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155193300203941/catalog,http://id.ndl.go.jp/bib/000007723514,Judaica - Verified,Stetl: Polish Jewish World,978-4-622-07792-3,シュテットル : ポーランド・ユダヤ人の世界,"エヴァ・ホフマン [著] , 小原雅俊 訳",,みすず書房,2019,2019.3,"339,11p ; 20cm",,,図書,GG721 234.9,GG721-M2,29542314,,,,978-4-622-07792-3,ユダヤ101-200,,Red,,,1,1,http://id.ndl.go.jp/bib/000007723514
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990102629920203941/catalog,#REF!,Judaica - Verified,Super Illustrated The mystery of Japan's unique civilization can be solved in Judea,4-19-861887-9,「超図説」日本固有文明の謎はユダヤで解ける,"ノーマン・マクレオド, 久保有政 著",超知ライブラリー ; 1,徳間書店,2004,2004.7,324p ; 20cm,,,図書,GB184 210.3,GB184-H12,7437177,,,,4-19-861887-9,ユダヤ501-600,,Red,,,1,1,http://id.ndl.go.jp/bib/000003664024
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990092393160203941/catalog,#REF!,Judaica - Verified,Teachings of a Jewish Millionaire: 17 Secrets to Being Happy and Rich,4-479-79076-4,ユダヤ人大富豪の教え : 幸せな金持ちになる17の秘訣,本田健 著,,大和書房,2003,2003.7,237p ; 20cm,,,図書,US51 159,US51-H445,4165558,,,,4-479-79076-4,ユダヤ601-700,,Red,,,1,1,http://id.ndl.go.jp/bib/000009295494
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155193307903941/catalog,http://id.ndl.go.jp/bib/000004360455,Judaica - Verified,Testimony of Life: Jews and Japanese Survivors of the Nazi Era,978-4-7949-6952-1,いのちの証言 : ナチスの時代を生き延びたユダヤ人と日本人,六草いちか 著,,晶文社,2017,2017.1,229p ; 20cm,,,図書,GG427 234.074,GG427-L33,27840507,,,,978-4-7949-6952-1,ホロコースト201-284,,Red,,,1,1,http://id.ndl.go.jp/bib/000004360455
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155193306303941/catalog,http://id.ndl.go.jp/bib/026394368,Judaica - Verified,"The 'Holocaust' in America: Thinking from the Holocaust Museum in Washington, D.C.",978-4-7944-7073-7,アメリカに渡った「ホロコースト」 : ワシントンDCのホロコースト博物館から考える,藤巻光浩 著,,創成社,2015,2015.4,276p ; 21cm,,,図書,GA82 209.74,GA82-L30,26322361,,,,978-4-7944-7073-7,ホロコースト1-100,,Red,,,1,1,http://id.ndl.go.jp/bib/026394368
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99156366573203941/catalog,#REF!,Judaica - Verified,"The best home education handed down to Jewish millionaires: Developing talents that can be ""self-earned""!",978-4-413-04641-1,"ユダヤ大富豪に伝わる最高の家庭教育 : ""自分で稼げる""才能を育てる!",天堤太朗 著,青春新書INTELLIGENCE ; PI-641,青春出版社,2022,2022.1,219p ; 18cm,,,図書,Y76 379.9,Y76-M400,31878733,,,,978-4-413-04641-1,ユダヤ601-700,,Red,,,1,1,http://id.ndl.go.jp/bib/026558665
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99156366575603941/catalog,http://id.ndl.go.jp/bib/000002955260,Judaica - Verified,The boy who drew Auschwitz: I grew up surrounded by guns and barbed wire,978-4-596-31750-6,アウシュヴィッツを描いた少年 : 僕は銃と鉄条網に囲まれて育った,"トーマス・ジーヴ 著 , チャールズ・イングルフィールド [著] , 品川亮 訳",,ハーパーコリンズ・ジャパン,2022,2022.1,428p ; 20cm,,,図書,GA87 936,GA87-M12,31898437,,,,978-4-596-31750-6,ホロコースト201-284,,Red,,,1,1,http://id.ndl.go.jp/bib/000002955260
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155178191003941/catalog,#REF!,Judaica - Verified,The Exile of Jewish Children and Their Return to East Germany: Groups of Kindertransport,978-4-623-07383-2,ユダヤ人児童の亡命と東ドイツへの帰還 : キンダートランスポートの群像,木畑和子 著,MINERVA西洋史ライブラリー ; 106,ミネルヴァ書房,2015,2015.1,"343,5p ; 22cm",,,図書,A65 316.88,A65-L6,26785625,,,,978-4-623-07383-2,ユダヤ601-700,,Red,,,1,1,http://id.ndl.go.jp/bib/000008334342
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155193308003941/catalog,http://id.ndl.go.jp/bib/028713947,Judaica - Verified,The Holocaust and Diplomats: Passports of Life That Saved Jews,978-4-409-51072-8,ホロコーストと外交官 : ユダヤ人を救った命のパスポート,"モルデカイ・パルディール 著 , 松宮克昌 訳",,人文書院,2015,2015.6,332p ; 20cm,,,図書,GA82 209.74,GA82-L38,26411858,,,,978-4-409-51072-8,ホロコースト1-100,,Red,,,1,2,http://id.ndl.go.jp/bib/028713947
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99156366575103941/catalog,http://id.ndl.go.jp/bib/000011077478,Judaica - Verified,The Holocaust and Hiroshima: Memories of World War II in Poland and Japan,978-4-622-09065-6,ホロコーストとヒロシマ : ポーランドと日本における第二次世界大戦の記憶,"加藤有子 編 , ヤツェク・レオチャク [ほか] [著]",,みすず書房,2021,2021.12,"334,10p ; 20cm",,,図書,GA82 209.74,GA82-M37,31853833,,,,978-4-622-09065-6,ホロコースト101-200,,Red,,,1,1,http://id.ndl.go.jp/bib/000011077478
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990087926340203941/catalog,#REF!,Judaica - Verified,The Jew Who Saved Sun Yat-sen: The Life of Maurice Cohen Volume 1,4-8295-0281-9,孫文を守ったユダヤ人 : モーリス・コーエンの生涯 上巻,"ダニエル・S.レヴィ 著 , 吉村弘 訳",,芙蓉書房出版,2001,2001.4,329p ; 20cm,,,図書,GK422 289.3,GK422-G4,2992201,,,,4-8295-0281-9,ユダヤ601-700,,Red,,,1,1,http://id.ndl.go.jp/bib/000009521120
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990102630420203941/catalog,#REF!,Judaica - Verified,The Jewish problem is the biggest theme in human history,4-89008-351-0,ユダヤ人問題は人間歴史最大のテーマ,梶原和義 著,,JDC出版,2004,2004.7,369p ; 19cm,,,図書,EC134 316.88,EC134-H23,7420758,,,,4-89008-351-0,ユダヤ101-200,,Red,,,1,1,http://id.ndl.go.jp/bib/023188038
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990091476760203941/catalog,#REF!,Judaica - Verified,The Jewish question is a central theme of civilization,4-89008-318-9,ユダヤ人問題は文明の中心テーマ,梶原和義 著,,JDC,2003,2003.1,328p ; 19cm,,,図書,EC134 316.88,EC134-H1,4018950,,,,4-89008-318-9,ユダヤ101-200,,Red,,,1,1,http://id.ndl.go.jp/bib/030236168
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990098481270203941/catalog,#REF!,Judaica - Verified,The Man Who Invested in the Russo-Japanese War: Diary of a Jewish Banker,4-10-610143-2,日露戦争に投資した男 : ユダヤ人銀行家の日記,田畑則重 著,新潮新書,新潮社,2005,2005.11,222p ; 18cm,,,図書,GK488 289.3,GK488-H4,7996046,,,,4-10-610143-2,ユダヤ601-700,,Red,,,1,1,http://id.ndl.go.jp/bib/023153015
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990137772860203941/catalog,#REF!,Judaica - Verified,The man who tied the visa for life: Setsuzo Kotsuji and the Jewish refugees,978-4-14-081599-1,命のビザを繫いだ男 : 小辻節三とユダヤ難民,山田純大 著,,NHK出版,2013,2013.4,281p ; 19cm,,,図書,GK182 289.1,GK182-L67,24383945,,,,978-4-14-081599-1,ユダヤ601-700,,Red,,,1,2,http://id.ndl.go.jp/bib/023504144
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155178307203941/catalog,#REF!,Judaica - Verified,The Sacred and the Profane in Jewish American Literature,978-4-7791-2183-8,978-4-8234-1101-4,"広瀬佳司, 伊達雅彦 編著",,彩流社,2017,2017.1,"251,9p ; 20cm",,,図書,KS184 930.29,KS184-L70,28517469,,,,978-4-7791-2183-8,ユダヤ501-600,,Red,,,1,1,http://id.ndl.go.jp/bib/000008355101
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990089118110203941/catalog,#REF!,Judaica - Verified,The salvation and destruction of mankind comes from the Jews,4-8355-2580-9,人類の救いも滅びもユダヤ人からくる,梶原和義 著,,文芸社,2001,2001.12,345p ; 20cm,,,図書,EC134 316.88,EC134-G43,3042456,,,,4-8355-2580-9,ユダヤ101-200,,Red,,,1,1,http://id.ndl.go.jp/bib/025879208
Not Found,No Permalink Found,#REF!,Judaica - Verified,The Truth About Chiune Sugihara: Light and Shadow of the Diplomat Who Saved the Jews,978-4-938343-65-1,杉原千畝の真実 : ユダヤ人を救った外交官の光と影,宮崎満教 著,,スポーツサポートシステム,2007,2007.11,252p ; 19cm,,,図書,GK131 289.1,GK131-J6,9342333,,,,978-4-938343-65-1,ユダヤ601-700,,Red,,,1,1,http://id.ndl.go.jp/bib/031302622
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155178187803941/catalog,http://id.ndl.go.jp/bib/023881562,Judaica - Verified,Those who risked their lives to save the Jews: Courage in the face of the horrors of the Holocaust,978-4-309-22779-5,ユダヤ人を命がけで救った人びと : ホロコーストの恐怖に負けなかった勇気,"キャロル・リトナー, サンドラ・マイヤーズ 編 , 食野雅子 訳",,河出書房新社,2019,2019.7,292p ; 19cm,,,図書,GA82 209.74,GA82-M1,29779448,,,,978-4-309-22779-5,ホロコースト1-100,,Red,,,1,1,http://id.ndl.go.jp/bib/023881562
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155193309803941/catalog,http://id.ndl.go.jp/bib/000004288102,Judaica - Verified,Violin of Hope: Holocaust Survivors,978-4-560-08478-6,希望のヴァイオリン : ホロコーストを生きぬいた演奏家たち,"ジェイムズ・A・グライムズ 著 , 宇丹貴代実 訳",,白水社,2016,2016.3,"264,19p ; 20cm",,,図書,KD263 762.8,KD263-L24,27098078,,,,978-4-560-08478-6,ホロコースト1-100,,Red,,,1,1,http://id.ndl.go.jp/bib/000004288102
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155178309903941/catalog,http://id.ndl.go.jp/bib/000010987867,Judaica - Verified,Visiting the Holocaust Sites: Bełžec Chelmno,978-4-89469-200-8,ホロコーストの現場を行く : ベウジェツ・ヘウムノ,大内田わこ 著,,東銀座出版社,2018,2018.6,142p ; 19cm,,,図書,GA82 209.74,GA82-L74,29048144,,,,978-4-89469-200-8,ホロコースト1-100,,Red,,,1,1,http://id.ndl.go.jp/bib/000010987867
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990102625410203941/catalog,#REF!,Judaica - Verified,Why We Jews Are Superior,4-434-05619-0,なぜ私達ユダヤ人は優秀なのか,桜の花出版編集部 編,,桜の花出版,2004,2004.12,539p ; 19cm,,,図書,HR11 199,HR11-H9,7602857,,,,4-434-05619-0,ユダヤ101-200,,Red,,,1,1,http://id.ndl.go.jp/bib/023171188
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155193309303941/catalog,#REF!,Judaica - Verified,World history of Jewish merchants and money/finance,978-4-562-05646-0,ユダヤ商人と貨幣・金融の世界史,宮崎正勝 著,,原書房,2019,2019.3,326p ; 20cm,,,図書,DF3 337.2,DF3-M2,29569264,,,,978-4-562-05646-0,ユダヤ101-200,,Red,,,1,1,http://id.ndl.go.jp/bib/029598195
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99156366573503941/catalog,#REF!,Judaica - Verified,100 words of shore,978-4-560-51050-6,ショアの100語,"タル・ブリュットマン, クリストフ・タリコヌ 著 , 宇京賴三 訳",文庫クセジュ ; 1050,白水社,2022,2022.1,159p ; 18cm,,,図書,GA82 209.74,GA82-M39,31889483,,,,978-4-560-51050-6,ホロコースト201-284,,Red,,,1,1,http://id.ndl.go.jp/bib/029943418
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155178188203941/catalog,#REF!,Judaica - Verified,the last jew,978-4-624-93269-5,最後のユダヤ人,"ジャック・デリダ 著 , 渡名喜庸哲 訳",ポイエーシス叢書 ; 69,未來社,2016,2016.1,145p ; 20cm,,,図書,A65 316.88,A65-L10,27623104,,,,978-4-624-93269-5,ユダヤ201-300,,Red,,,1,1,http://id.ndl.go.jp/bib/000002887507
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990102629760203941/catalog,#REF!,Judaica - Verified,The Painter Who Disappeared in the Gas Chamber: Journey to Nussbaum,4-87648-200-4,ガス室に消えた画家 : ヌスバウムへの旅,大内田わこ [著],母と子でみる ; A40,草の根出版会,2004,2004.8,127p ; 23cm,,,図書,Y2 209.74,Y2-N05-H35,7663258,,,,4-87648-200-4,ユダヤ1401-1500,,Red,,,1,1,http://id.ndl.go.jp/bib/000003084033
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155193300303941/catalog,#REF!,Judaica - Verified,"'Marginalized' German-language Literature : German-Jewish Poets in Bukovina, Romania",978-4-86163-238-9,「周縁」のドイツ語文学 = 'Marginalized' German-language Literature : ルーマニア領ブコヴィナのユダヤ系ドイツ語詩人たち,藤田恭子 著,,東北大学出版会,2014,2014.2,476p ; 22cm,,,図書,KS334 941,KS334-L13,25298171,,,,978-4-86163-238-9,ユダヤ101-200,,Red,,,1,1,http://id.ndl.go.jp/bib/026293993
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155178188803941/catalog,http://id.ndl.go.jp/bib/024314069,Judaica - Verified,Are There Lessons from the Holocaust?: The Trajectory of Holocaust Studies,978-4-908073-38-0,ホロコーストに教訓はあるか : ホロコースト研究の軌跡,"マイケル・R・マラス 著 , 真壁広道 訳",,えにし書房,2017,2017.5,269p ; 19cm,,,図書,GA82 209.74,GA82-L56,28127653,,,,978-4-908073-38-0,ホロコースト1-100,,Red,,,1,1,http://id.ndl.go.jp/bib/024314069
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155193308603941/catalog,#REF!,Judaica - Verified,Argentinian Jews: Life and Culture through Food,978-4-89489-784-7,アルゼンチンのユダヤ人 : 食から見た暮らしと文化,宇田川彩 著,ブックレット《アジアを学ぼう》 ; 別巻 9,風響社,2015,2015.1,64p ; 21cm,,,図書,GH467 383.865,GH467-L1,26804625,,,,978-4-89489-784-7,ユダヤ501-600,,Red,,,1,1,http://id.ndl.go.jp/bib/000007418917
